logFC	
CYR61	-0.478735641
RGS4	0.421992954
KRT7	-1.744282176
LCP1	0.458196266
ENAH	-1.242085551
DDIT4	-0.769033473
LDHA	-0.381091563
ASS1	-0.57300193
PGK1	-0.352540116
CD274	0.478189563
PDK1	-0.54222097
KDM3A	-0.557042441
DSP	-1.017163542
UNC13A	-1.584370283
KRT7-AS	-1.781835337
HSPH1	0.603017091
ALDOA	-0.364032807
ALDOC	-0.558730052
RASSF8	-1.032991276
IGFBP2	-0.991132276
SH3TC2	1.079715194
TNIP1	-0.441190806
BHLHE40	-0.440015794
RRAGA	-0.434731696
COBL	-1.033505002
ATP9A	-0.637264331
CA9	-0.929294968
MYEOV	-0.480755401
BTBD2	-0.668849396
POU2F2	-0.644813322
BCKDHA	-0.645149473
MIR210HG	-1.27370892
P4HA1	-0.544836406
SPP1	0.530467426
AMOTL1	0.523097379
TMCC3	0.688390678
CHRM3	3.29059336
PDE4B	-0.787968613
TIMP2	-1.619594749
GNAL	-0.629811612
PIM1	-0.67583361
TPM2	-0.432267302
HGF	-0.351129912
PPP1R3B	-0.410509455
GRB10	-1.695990401
LINC-PINT	-0.467228861
H6PD	-0.586239792
H1F0	-0.33598307
PARP10	-0.640389939
TNFSF15	-0.539090968
MYOF	-0.444093647
HMGN1	0.3207901
MICALCL	0.421790975
HSPA8	0.250052599
F2R	-2.056930268
IDH2	-0.502370109
BTG1	-0.472350867
ETS1	-0.295953106
STAP2	-1.249808591
SDC3	-0.727510345
EGLN1	-0.365247338
B4GALT6	0.371364752
MAT2A	0.303561093
MRPL52	0.383950333
RRAS	-0.703952106
KDM4B	-0.490002265
COL6A3	0.929122526
BIRC3	-0.48340218
SLC4A8	0.461411405
CDC42EP3	-1.239794043
TXNRD1	-0.247531666
UBC	-0.214562795
SNX33	-0.439446166
FOXN3	-0.519273347
NFIL3	-0.436091984
CCNG2	-0.493190912
MAFF	-0.429747838
CHORDC1	0.445668013
CAV1	-0.570654753
UTP20	0.467778671
MMP1	0.750153779
SLC16A9	-1.205467983
PLK2	-1.036803601
ANKRD50	0.355460362
SEMA4B	-0.528536546
ST3GAL5	-1.054117298
TXNIP	-0.27788429
SRSF6	0.282080935
MMP14	0.299458631
DANCR	0.39697968
POP1	0.361886651
EPCAM	-1.58942118
KBTBD8	0.486391702
GAS6	-0.473522147
VEGFA	-0.423444847
GEM	0.335304054
PELI2	-1.047192395
RAP2B	0.261620799
TP53INP1	-0.499238465
ENTPD7	0.283387052
C1orf198	0.375896516
BIRC2	0.364554358
ZNF395	-0.369288987
BCL10	-0.349206994
AIF1L	-0.278528367
RAMP1	-1.019350989
CACNA2D1	-1.289770709
CLMN	-0.539621388
CALD1	-0.398322711
OPRL1	-0.902635438
SMIM14	-0.714687496
KLHL29	-0.833572733
SLC16A3	-0.290195209
PRRT4	-1.350843569
MGLL	-0.475618057
MAP1LC3C	-0.692319511
FCGRT	-1.088931918
H19	-1.088881036
STMN3	-0.390760617
ANKZF1	-0.452846971
RPS27	0.222904893
EIF5	0.300220101
CMTR2	0.303563892
ORAI3	-0.574391503
EIF4G2	0.233145711
FLOT2	-0.333093663
KLF9	-0.874879057
MMP15	-0.668850856
MYC	-0.221744701
YPEL2	-0.607975251
BCLAF1	0.290692759
DYNC1H1	0.213344707
STAG1	0.371259487
DUSP6	-0.29635613
ABLIM1	-0.338512448
COQ8A	-0.429540885
RIMKLA	-0.522992894
C16orf58	-0.360777372
MMP11	-0.805935281
TOX2	-0.598484431
TRIP12	0.279532749
TNKS2	-0.400324462
AKAP12	0.237372853
B3GALNT2	0.315514762
C2orf72	-0.451666909
DDB2	-0.376900408
ETNK1	0.312189097
SRSF1	0.21719716
RNF213	-0.282505976
S100A2	0.2099856
GNPDA1	0.224159927
SDC4	-0.248696751
MYCL	-0.792252602
CBX7	-0.368073343
NRP1	0.302138214
CRAT	-0.292668654
ADM	-0.52590151
N4BP2	0.481558311
DUSP5	-0.28109962
NIPSNAP1	-0.282680751
TAF13	0.404639393
ID3	0.336015244
SELENOT	0.253440871
MREG	0.444604346
PDCD11	0.280955923
MPI	-0.338859949
ATP1B3	0.238711671
LOC154761	-0.95216813
PAQR8	-0.526939639
PNN	0.332708286
FOSL2	-0.53360862
C1orf115	-0.579469417
ATF5	0.430102479
PGAM1	-0.183969581
GPX3	-0.492295824
TNS1	-0.559053964
ANP32B	0.218808859
ERBB3	-0.477781309
SACS	0.389903453
SRSF2	0.225481364
LINC02310	-1.187707718
HEATR1	0.270833635
QSER1	0.291459577
SH3BP5L	0.213208615
KIAA1522	-0.330907781
NARF	-0.365174941
MXD4	-0.403413448
NBR1	-0.265200224
ODC1	0.198552578
HSPA1A	0.203801892
HNRNPU	0.194814169
ZNF124	0.481239626
REPS2	-0.942950783
NES	-0.2952693
SHB	-0.362254926
NAV2	-0.285310733
RTN4	0.21849256
GOLGA2P7	-0.326995302
ADD3	-0.467706105
CDS1	-1.61154708
URB2	0.28002697
LAMP1	0.243832347
FAM208B	0.261608921
KDM5C	-0.219881096
SPCS3	0.197484396
MFSD1	0.348089354
ARF1	0.185224969
GMFB	0.322839903
NOC2L	-0.282501036
TCAF2	-0.740138146
CA12	-0.367303052
NOP56	0.212444117
FAM131C	-1.002601348
VGLL4	-0.32988737
PLIN2	-0.263988289
TGFA	-0.518221007
RPS17	0.18240977
LZTS3	-0.445996794
ACP7	0.374335195
EGR1	0.24642543
RBM25	0.275953566
TES	-0.421514049
HBEGF	-0.490257006
NRBP2	-0.414420289
DNTTIP1	-0.299928714
ZMPSTE24	0.331905724
SERBP1	0.205421341
CDK18	-0.926955923
EFNB2	0.358087572
TRMT6	0.331146279
MFGE8	-0.517695835
LOC100126784	-0.418758413
SNHG12	0.46892028
RNR1	-0.199524811
ABHD14B	-0.303532225
ARHGEF6	-0.526833611
C2orf81	-0.841990678
PFKL	-0.322039133
FGFR4	-0.510470085
FASTKD5	0.275471984
RNMT	-0.246467817
HSP90AA1	0.255674695
GEN1	0.410941942
FBXO30	0.284258733
TMEM132A	-0.30071024
HNRNPA2B1	0.193046062
RIF1	0.28770694
INTS11	-0.346381725
TOMM20	0.205369286
MLKL	0.337913871
NOL9	0.288206384
ARHGEF17	-0.401271453
NEK6	-0.341839955
MIR3620	0.371736849
PLOD1	-0.218838144
C1orf52	-0.285395581
DTX4	-0.399696895
CMPK1	0.234662562
NXN	-0.678237661
COA6	0.325632834
PRRG4	0.382434764
SLC29A4	-0.469884364
ANKRD37	-0.851597281
JPH1	-0.646582699
ZBTB38	0.258488392
FAM136A	0.255023931
TBC1D23	0.29282675
HR	-0.505163643
H2AFZ	0.205036945
NUFIP2	0.216676053
ATP11C	0.334031837
EEA1	0.318577768
ATF3	-0.675395115
